question,right_answer,right_chunk,rag_answer,rag_chunks,rag_metas,type
What joke did BoJack make about his anxiety attack?,A salsa joke (mild vs. spicy).,"BOJACK: Jesus, if that's mild, I don't want to know what spicy feels like. ... It was a salsa joke, people.",The joke BoJack made was a gay joke.,"['BOJACK: What?', 'BOJACK: What?', 'BOJACK: What guy?', ""Bojack gets 'spooked' and begins to panic trampling everything in his path"", ""BOJACK: That's not all that was beneath him. Gay joke. Sorry, I'm better than that.""]","[{'tokens': 6, 'chunk': 0, 'role': 'BOJACK', 'source_para': 184}, {'chunk': 0, 'tokens': 6, 'role': 'BOJACK', 'source_para': 223}, {'role': 'BOJACK', 'source_para': 402, 'chunk': 0, 'tokens': 7}, {'role': 'UNKNOWN', 'source_para': 149, 'chunk': 0, 'tokens': 18}, {'chunk': 0, 'tokens': 24, 'source_para': 425, 'role': 'BOJACK'}]",Internal Context & Emotional State
What does the Pig Doctor advise BoJack to do?,Take it easy (or easier).,PIG DOCTOR: I need you to take it easy.,The Pig Doctor advises BoJack to take it easy.,"['PIG DOCTOR: I have to check on some other patients.', 'PIG DOCTOR: Well, BoJack, it looks like what you experienced was a mild anxiety attack.', 'PIG DOCTOR: Well, can you take it even easier?', 'BOJACK: You have other patients?', ""PIG DOCTOR: You've been overstressed. I need you to take it easy.""]","[{'chunk': 0, 'source_para': 368, 'role': 'PIG DOCTOR', 'tokens': 14}, {'role': 'PIG DOCTOR', 'tokens': 22, 'source_para': 353, 'chunk': 0}, {'source_para': 359, 'chunk': 0, 'role': 'PIG DOCTOR', 'tokens': 14}, {'tokens': 9, 'source_para': 369, 'chunk': 0, 'role': 'BOJACK'}, {'role': 'PIG DOCTOR', 'chunk': 0, 'source_para': 356, 'tokens': 19}]",Plot & Motivation
Does BoJack have a job or responsibilities according to PC?,No.,CAROLYN: He doesn't have a job. He has no real responsibilities.,"Based on the context, it can be inferred that BoJack has a job or responsibilities, but the nature of the job is unknown. The conversation suggests that he is being questioned by someone named PC, but the specifics of his job are not provided in the given context.","['BOJACK: What actions?', 'BOJACK: What?', 'BOJACK: What?', 'BOJACK: You have other clients?', 'BOJACK: No?']","[{'source_para': 146, 'chunk': 0, 'tokens': 7, 'role': 'BOJACK'}, {'source_para': 184, 'role': 'BOJACK', 'chunk': 0, 'tokens': 6}, {'tokens': 6, 'source_para': 223, 'chunk': 0, 'role': 'BOJACK'}, {'tokens': 9, 'chunk': 0, 'source_para': 349, 'role': 'BOJACK'}, {'role': 'BOJACK', 'chunk': 0, 'source_para': 437, 'tokens': 6}]",Character Identity & Core Facts
What caused BoJack's second anxiety attack in the hospital?,The idea of calling the ghostwriter on the phone.,"CAROLYN: Will you just call the ghostwriter already? ... [gasps] ... PIG DOCTOR: Well, you just had another anxiety attack.","Based on the context, it is not explicitly stated what caused BoJack's second anxiety attack. However, it can be inferred that something caused BoJack to ""get spooked"" and panic, as mentioned by the unknown speaker.

The context does mention a flashback to BoJack puking on someone, but it is unclear if this is related to his anxiety attack.

Additionally, the context mentions that BoJack trampled everything in his path during his anxiety attack, but it does not specify what caused this reaction.

Therefore, the exact cause of BoJack's second anxiety attack is not explicitly stated in the context.","['PIG DOCTOR: Well, BoJack, it looks like what you experienced was a mild anxiety attack.', 'BOJACK: You have other patients?', ""Bojack gets 'spooked' and begins to panic trampling everything in his path"", 'Flashback to Bojack puking on someone', 'BOJACK: What?']","[{'role': 'PIG DOCTOR', 'source_para': 353, 'tokens': 22, 'chunk': 0}, {'chunk': 0, 'role': 'BOJACK', 'source_para': 369, 'tokens': 9}, {'source_para': 149, 'role': 'UNKNOWN', 'tokens': 18, 'chunk': 0}, {'source_para': 217, 'tokens': 10, 'role': 'UNKNOWN', 'chunk': 0}, {'source_para': 184, 'role': 'BOJACK', 'tokens': 6, 'chunk': 0}]",Plot & Motivation
What music is playing at the party?,Mariachi music.,[mariachi music] [singing in Spanish],"The context doesn't mention the music playing at the party. It only mentions that there is a ""funky electronic music"" playing during the intro, but it does not specify what music is playing at the party.","['Intro with funky electronic music', 'BOJACK: What party? Why are you so obsessed with throwing a party all of a sudden?', 'TODD: Because parties are fun?', ""DIANE: I don't know. Parties make me anxious in a real broad sense. Like, look at that guy. He's having fun. Why haven't I figured it out?"", ""MOB BOSS: You know how much money we lost 'cause of you? I can't even afford a hall now for my daughter's 15th birthday, and now I got a hundred guests coming and nowhere to put them. You owe me a party, cabrÃ³n, and if you don't deliver [muffled whimpers] [gunshot]""]","[{'source_para': 37, 'tokens': 5, 'chunk': 0, 'role': 'UNKNOWN'}, {'chunk': 0, 'tokens': 21, 'source_para': 318, 'role': 'BOJACK'}, {'tokens': 9, 'chunk': 0, 'role': 'TODD', 'source_para': 324}, {'chunk': 0, 'source_para': 401, 'role': 'DIANE', 'tokens': 38}, {'tokens': 77, 'source_para': 321, 'role': 'MOB BOSS', 'chunk': 0}]",Plot & Motivation
Who does BoJack think the party is for?,A Quinceanera.,BOJACK: Is this a Quinceanera?,"The context does not specify who the party is for. However, based on the conversation, it can be inferred that BoJack's partner is suggesting having a party and BoJack initially resists the idea but eventually agrees.","['BOJACK: What party? Why are you so obsessed with throwing a party all of a sudden?', 'BOJACK: What?', 'BOJACK: What?', ""BOJACK: Okay, fine. We'll have a party."", 'BOJACK: What guy?']","[{'chunk': 0, 'source_para': 318, 'role': 'BOJACK', 'tokens': 21}, {'role': 'BOJACK', 'tokens': 6, 'chunk': 0, 'source_para': 184}, {'role': 'BOJACK', 'tokens': 6, 'chunk': 0, 'source_para': 223}, {'tokens': 14, 'role': 'BOJACK', 'chunk': 0, 'source_para': 371}, {'role': 'BOJACK', 'source_para': 402, 'tokens': 7, 'chunk': 0}]",Plot & Motivation
What does BoJack find offensive at the party?,The pinata.,BOJACK: I find that pinata offensive.,BoJack finds the pinata offensive.,"['BOJACK: What party? Why are you so obsessed with throwing a party all of a sudden?', 'BOJACK: What?', 'BOJACK: What?', 'BOJACK: I find that pinata offensive.', 'BOJACK: What actions?']","[{'source_para': 318, 'role': 'BOJACK', 'tokens': 21, 'chunk': 0}, {'role': 'BOJACK', 'source_para': 184, 'tokens': 6, 'chunk': 0}, {'chunk': 0, 'role': 'BOJACK', 'source_para': 223, 'tokens': 6}, {'source_para': 385, 'chunk': 0, 'role': 'BOJACK', 'tokens': 11}, {'chunk': 0, 'source_para': 146, 'role': 'BOJACK', 'tokens': 7}]",Internal Context & Emotional State
What gift does Todd present to the Mob Boss?,A Virgin of Guadalupe pendant.,"TODD: If you'll excuse me, I have a Virgin of Guadalupe pendant to present.","There is not enough information in the context to determine what gift Todd presents to the Mob Boss. The conversation seems to be a short exchange between Todd and someone else (presumably the Mob Boss), but it does not mention a gift.","['TODD: What?', 'TODD:', 'TODD: I get it.', 'TODD: Oh, thank God.', 'TODD: Ow. Why?']","[{'chunk': 0, 'role': 'TODD', 'tokens': 6, 'source_para': 271}, {'source_para': 305, 'chunk': 0, 'role': 'TODD', 'tokens': 4}, {'chunk': 0, 'role': 'TODD', 'source_para': 101, 'tokens': 8}, {'chunk': 0, 'tokens': 9, 'role': 'TODD', 'source_para': 372}, {'role': 'TODD', 'chunk': 0, 'source_para': 295, 'tokens': 8}]",Plot & Motivation
What suggestion does BoJack give Diane at the party?,To try alcohol.,BOJACK: Have you tried alcohol?,"BoJack suggests that Diane take over writing the book, implying that he can't do it, or that he thinks someone else should do it instead of him.","['BOJACK: Oh, Diane.', 'DIANE: No, BoJack.', ""BOJACK: What about Diane? She's writing the book. Can't she do it?"", 'BOJACK: Diane ""Nugent""?', 'DIANE: Hey, BoJack, right? BoJack Horseman?']","[{'source_para': 398, 'role': 'BOJACK', 'tokens': 8, 'chunk': 0}, {'tokens': 8, 'role': 'DIANE', 'source_para': 438, 'chunk': 0}, {'chunk': 0, 'tokens': 20, 'source_para': 509, 'role': 'BOJACK'}, {'source_para': 276, 'tokens': 10, 'role': 'BOJACK', 'chunk': 0}, {'source_para': 395, 'role': 'DIANE', 'chunk': 0, 'tokens': 15}]",Relationship Dynamics
"Why does BoJack think he got a ""sweet house""?",By throwing away most of his adult life on a dumb sitcom.,"BOJACK: ...throw away most of your adult life on some dumb sitcom, you might as well get a sweet house out of the deal","The context doesn't explicitly state why BoJack thinks he got a ""sweet house."" It only mentions that he made the comment ""Yeah, well, if you're gonna throw away most of your adult life on some dumb sitcom, you might as well get a sweet house out of the deal, right?"" but doesn't provide additional information to clarify his reasoning.","[""BOJACK: Yeah, well, if you're gonna throw away most of your adult life on some dumb sitcom, you might as well get a sweet house out of the deal, right?"", 'BOJACK: What?', 'BOJACK: What?', 'In Bojacks house', ""BOJACK He's so stupid he doesn't realize how miserable he should be. I envy that.""]","[{'role': 'BOJACK', 'tokens': 39, 'chunk': 0, 'source_para': 408}, {'role': 'BOJACK', 'source_para': 184, 'tokens': 6, 'chunk': 0}, {'chunk': 0, 'role': 'BOJACK', 'source_para': 223, 'tokens': 6}, {'tokens': 5, 'role': 'UNKNOWN', 'source_para': 41, 'chunk': 0}, {'chunk': 0, 'tokens': 21, 'source_para': 419, 'role': 'UNKNOWN'}]",Internal Context & Emotional State
Does Mr. Peanutbutter realize he should be miserable?,"No, BoJack says he is too stupid to realize it.",BOJACK He's so stupid he doesn't realize how miserable he should be.,"Based on the context, it's impossible to determine with certainty if Mr. Peanutbutter realizes he should be miserable or not. The conversation only consists of affirmative responses from Mr. Peanutbutter, but it doesn't provide any information on his emotional state or self-awareness.","['MR. PEANUTBUTTER: Oh, yes.', 'MR. PEANUTBUTTER: Yeah.', 'MR. PEANUTBUTTER: Many times, yes.', 'MR. PEANUTBUTTER: Uh-huh.', 'MR. PEANUTBUTTER: Always a']","[{'chunk': 0, 'tokens': 13, 'role': 'UNKNOWN', 'source_para': 464}, {'chunk': 0, 'tokens': 11, 'role': 'UNKNOWN', 'source_para': 447}, {'role': 'UNKNOWN', 'chunk': 0, 'tokens': 14, 'source_para': 458}, {'source_para': 452, 'role': 'UNKNOWN', 'chunk': 0, 'tokens': 13}, {'role': 'UNKNOWN', 'tokens': 11, 'chunk': 0, 'source_para': 181}]",Internal Context & Emotional State
What story does Diane tell about The Brady Bunch?,The dad actor hated being on the show because he considered it beneath him.,DIANE: ...the guy who played the dad hated being on The Brady Bunch ... he considered it beneath him.,The story Diane tells about The Brady Bunch is that the guy who played the dad hated being on The Brady Bunch because he was a real actor and considered it beneath him.,"['DIANE: Hey, do you know the story of the dad from The Brady Bunch?', 'DIANE: No, the story is that the guy who played the dad hated being on The Brady Bunch because he was a real actor, and he considered it beneath him. Sound familiar?', ""DIANE: Most people don't even get to do The Brady Bunch version of the thing they want to do with their lives. You're actually in a really good position now, because you can pretty much do anything you want. You're responsible for your own happiness, you know?"", ""DIANE: It's Diane."", ""BOJACK: What about Diane? She's writing the book. Can't she do it?""]","[{'chunk': 0, 'tokens': 19, 'role': 'DIANE', 'source_para': 420}, {'role': 'DIANE', 'chunk': 0, 'source_para': 424, 'tokens': 39}, {'role': 'DIANE', 'source_para': 426, 'tokens': 58, 'chunk': 0}, {'role': 'DIANE', 'source_para': 397, 'tokens': 7, 'chunk': 0}, {'source_para': 509, 'role': 'BOJACK', 'tokens': 20, 'chunk': 0}]",Character Identity & Core Facts
How does BoJack respond to Diane's Brady Bunch story?,"He makes a gay joke, then apologizes.","BOJACK: That's not all that was beneath him. Gay joke. Sorry, I'm better than that.","BoJack responds by asking if Diane, in this context, is writing a book about the story of the dad from The Brady Bunch, to which he suggests that she, being the author, should do it herself.","['DIANE: Hey, do you know the story of the dad from The Brady Bunch?', ""BOJACK: What about Diane? She's writing the book. Can't she do it?"", 'BOJACK: Oh, Diane.', 'BOJACK: Diane ""Nugent""?', 'DIANE: No, BoJack.']","[{'role': 'DIANE', 'source_para': 420, 'chunk': 0, 'tokens': 19}, {'role': 'BOJACK', 'chunk': 0, 'tokens': 20, 'source_para': 509}, {'chunk': 0, 'role': 'BOJACK', 'tokens': 8, 'source_para': 398}, {'chunk': 0, 'tokens': 10, 'role': 'BOJACK', 'source_para': 276}, {'role': 'DIANE', 'source_para': 438, 'tokens': 8, 'chunk': 0}]",Internal Context & Emotional State
Does BoJack think living with three boys as a single man is sad?,"Yes, he calls it ""profoundly sad.""","BOJACK: They were four men living all together, but they were all alone. That is profoundly sad.","Yes, BoJack thinks living with three boys as a single man is sad.","['BOJACK: They were four men living all together, but they were all alone. That is profoundly sad.', 'BOJACK: Do I know his story? If I recall correctly, he was bringing up three boys of his own.', ""BOJACK He's so stupid he doesn't realize how miserable he should be. I envy that."", ""BOJACK: You're dating him?"", ""BOJACK: Good Lord, that's depressing.""]","[{'tokens': 23, 'role': 'BOJACK', 'chunk': 0, 'source_para': 423}, {'tokens': 25, 'role': 'BOJACK', 'chunk': 0, 'source_para': 421}, {'source_para': 419, 'chunk': 0, 'role': 'UNKNOWN', 'tokens': 21}, {'role': 'BOJACK', 'tokens': 9, 'chunk': 0, 'source_para': 448}, {'chunk': 0, 'tokens': 11, 'source_para': 427, 'role': 'BOJACK'}]",Internal Context & Emotional State
What did BoJack struggle to make in the flashback?,Cereal (breakfast).,Flashback to Bojack struggling to make his own cereal,"Cereal. 

According to the context, in the flashback, BoJack is shown struggling to make his own cereal.","['Flashback to Bojack puking on someone', 'BOJACK: What?', 'BOJACK: What?', 'Flashback to Bojack struggling to make his own cereal', 'BOJACK: What actions?']","[{'chunk': 0, 'role': 'UNKNOWN', 'source_para': 217, 'tokens': 10}, {'role': 'BOJACK', 'chunk': 0, 'source_para': 184, 'tokens': 6}, {'chunk': 0, 'source_para': 223, 'role': 'BOJACK', 'tokens': 6}, {'source_para': 430, 'chunk': 0, 'role': 'UNKNOWN', 'tokens': 11}, {'chunk': 0, 'source_para': 146, 'tokens': 7, 'role': 'BOJACK'}]",Plot & Motivation
What does Diane say regarding being on the clock?,That the sad stuff she heard before being hired doesn't count.,"DIANE: Oh, that doesn't count. We weren't on the clock yet.","""Oh, that doesn't count. We weren't on the clock yet.""","[""DIANE: Oh, that doesn't count. We weren't on the clock yet."", ""DIANE: Go back to sleep. You're making me question my own life choices for answering this call."", ""DIANE: It's Diane."", ""DIANE: I don't think that's going to happen."", 'DIANE: Are you okay?']","[{'chunk': 0, 'tokens': 18, 'role': 'DIANE', 'source_para': 440}, {'chunk': 0, 'tokens': 22, 'role': 'DIANE', 'source_para': 488}, {'tokens': 7, 'chunk': 0, 'source_para': 397, 'role': 'DIANE'}, {'tokens': 13, 'role': 'DIANE', 'source_para': 436, 'chunk': 0}, {'source_para': 466, 'tokens': 7, 'chunk': 0, 'role': 'DIANE'}]",Plot & Motivation
Who drank all of BoJack's beer?,Mr. Peanutbutter.,"MR. PEANUTBUTTER: Hey, man, wanted to let you know, you are out of beer.","It's not explicitly stated in the context who drank all of BoJack's beer. The context only mentions that it takes a lot of beer to get BoJack drunk, but it doesn't mention anyone drinking all of it.","['BOJACK: Todd, I weigh over 1,200 pounds. It takes a lot of beer to get me drunk.', 'BOJACK: What?', 'BOJACK: What?', 'BOJACK: Have you tried alcohol?', 'BOJACK: What guy?']","[{'source_para': 107, 'chunk': 0, 'role': 'BOJACK', 'tokens': 26}, {'source_para': 184, 'role': 'BOJACK', 'chunk': 0, 'tokens': 6}, {'chunk': 0, 'role': 'BOJACK', 'tokens': 6, 'source_para': 223}, {'tokens': 9, 'role': 'BOJACK', 'source_para': 400, 'chunk': 0}, {'source_para': 402, 'chunk': 0, 'tokens': 7, 'role': 'BOJACK'}]",Plot & Motivation
Does BoJack ask if Mr. Peanutbutter and Diane are friends?,He asks if they are together in a sexual way.,"BOJACK: But in a sexual way, not just as friends?",There's no information in the context that suggests BoJack asks if Mr. Peanutbutter and Diane are friends. The conversation doesn't mention their relationship status or friendship.,"['Bojack spots Diane but Mr. PeanutButter comes over', 'BOJACK: Hey, Mr. Peanutbutter.', 'DIANE: Mr. Peanutbutter?', 'MR. PEANUTBUTTER: BoJack! Oh, good Lord.', ""BOJACK: Yeah, he was on that show Mr. Peanutbutter's House about that dog who adopted the three human kids.""]","[{'tokens': 12, 'source_para': 389, 'role': 'UNKNOWN', 'chunk': 0}, {'tokens': 12, 'role': 'BOJACK', 'chunk': 0, 'source_para': 391}, {'chunk': 0, 'source_para': 415, 'tokens': 9, 'role': 'DIANE'}, {'chunk': 0, 'role': 'UNKNOWN', 'tokens': 17, 'source_para': 390}, {'tokens': 28, 'chunk': 0, 'role': 'BOJACK', 'source_para': 416}]",Relationship Dynamics
What mood is Sarah in when she sits at the table in the first scene?,A bad mood.,Bojack is in a loud orange sweatshirt doing dishes and young Sarah plops down at the table in a bad mood,"The context doesn't explicitly state Sarah's initial mood. However, it shows her reacting to something with the question ""What, you don't think it's cute?"" which implies she is trying to gauge someone's (possibly BoJack's) opinion on something that is meant to be cute.","[""SARAH: What, you don't think it's cute?"", 'SARAH LYNN: Okay, Daddy.', ""SARAH LYNN: : Can't I just stay home with you?"", 'DIANE:What would make you happy?', 'BoJack drops his plate and looks around for some hay; Sarah giggles']","[{'tokens': 14, 'role': 'SARAH', 'source_para': 94, 'chunk': 0}, {'source_para': 268, 'chunk': 0, 'tokens': 10, 'role': 'SARAH LYNN'}, {'tokens': 16, 'source_para': 266, 'role': 'SARAH LYNN', 'chunk': 0}, {'role': 'DIANE', 'tokens': 9, 'chunk': 0, 'source_para': 432}, {'role': 'UNKNOWN', 'source_para': 9, 'chunk': 0, 'tokens': 15}]",Internal Context & Emotional State
What specific day of the week does Sarah complain about?,Mondays.,SABRINA: [sighs] Mondays.,"The specific day of the week that Sarah complains about is not directly stated in the provided context. However, it can be inferred that she finds Wednesdays to be ""sadder Mondays"" (BoJack's statement), which implies that she is complaining about Wednesdays indirectly.

However, if we consider the context of BoJack's statement, it can be interpreted that Sarah is not directly complaining about Wednesdays but rather BoJack is.","['CAROLYN: So, Tuesday, though?', 'DIANE: Maybe I’m tired of the dream. Maybe I just want a regular, slightly disappointing Tuesday.', ""SARAH: What, you don't think it's cute?"", 'BOJACK: Then I hate Wednesdays too. They’re just sadder Mondays.', ""SARAH LYNN: : Can't I just stay home with you?""]","[{'source_para': 250, 'role': 'CAROLYN', 'chunk': 0, 'tokens': 10}, {'tokens': 22, 'chunk': 0, 'role': 'DIANE', 'source_para': 541}, {'role': 'SARAH', 'chunk': 0, 'source_para': 94, 'tokens': 14}, {'source_para': 531, 'role': 'BOJACK', 'chunk': 0, 'tokens': 19}, {'source_para': 266, 'tokens': 16, 'role': 'SARAH LYNN', 'chunk': 0}]",Character Identity & Core Facts
What is BoJack wearing in the opening kitchen scene?,A loud orange sweatshirt.,Bojack is in a loud orange sweatshirt doing dishes,The context doesn't explicitly state what BoJack is wearing. The conversation starts with BoJack asking why the unknown character is in his kitchen and the unknown character doesn't mention anything about what BoJack is wearing.,"[""BOJACK ON TV: You're wearing that to the prom?"", 'BOJACK: Better question, why are you in my kitchen?', 'BOJACK: What?', 'BOJACK: What?', 'In Bojacks house']","[{'tokens': 14, 'role': 'BOJACK ON TV', 'chunk': 0, 'source_para': 93}, {'tokens': 14, 'role': 'BOJACK', 'source_para': 311, 'chunk': 0}, {'chunk': 0, 'source_para': 184, 'role': 'BOJACK', 'tokens': 6}, {'chunk': 0, 'source_para': 223, 'tokens': 6, 'role': 'BOJACK'}, {'tokens': 5, 'role': 'UNKNOWN', 'chunk': 0, 'source_para': 41}]",Character Identity & Core Facts
What does BoJack look for after dropping his plate?,Hay.,BoJack drops his plate and looks around for some hay,The context does not mention BoJack dropping his plate. It mentions BoJack grabbing another piece of bread.,"['BOJACK: What?', 'BOJACK: What?', 'Bojack grabs another piece of bread', 'BOJACK: What guy?', 'BOJACK: What actions?']","[{'tokens': 6, 'chunk': 0, 'source_para': 184, 'role': 'BOJACK'}, {'source_para': 223, 'role': 'BOJACK', 'tokens': 6, 'chunk': 0}, {'tokens': 7, 'role': 'UNKNOWN', 'source_para': 122, 'chunk': 0}, {'tokens': 7, 'chunk': 0, 'role': 'BOJACK', 'source_para': 402}, {'source_para': 146, 'chunk': 0, 'tokens': 7, 'role': 'BOJACK'}]",Character Identity & Core Facts
Who is interviewing BoJack in the text?,Charlie Rose.,ENT: Charlie Rose interviewing BoJack,Charlie Rose is interviewing BoJack.,"['ENT: Charlie Rose interviewing BoJack', 'BOJACK: What guy?', ""BOJACK: Is it just me, or am I nailing this interview? I kind of feel like I'm nailing it."", 'BOJACK: Why are you making conversation?', 'BOJACK: Ugh, you know who that is?']","[{'tokens': 7, 'source_para': 11, 'chunk': 0, 'role': 'ENT'}, {'role': 'BOJACK', 'chunk': 0, 'source_para': 402, 'tokens': 7}, {'role': 'BOJACK', 'source_para': 24, 'chunk': 0, 'tokens': 28}, {'source_para': 178, 'tokens': 10, 'role': 'BOJACK', 'chunk': 0}, {'chunk': 0, 'tokens': 13, 'role': 'BOJACK', 'source_para': 414}]",Character Identity & Core Facts
What network did Horsin' Around premiere on?,ABC.,"CHARLIE ROSE: In 1987, the situation comedy Horsin' Around premiered on ABC.",ABC.,"[""CHARLIE ROSE:  In 1987, the situation comedy Horsin' Around premiered on ABC."", ""Bojack is getting some tang while an episode of 'Horsin' Around' is playing"", ""CHARLIE ROSE: Yes. Anyway, we were talking about Horsin' Around."", ""Bojack is drinking a beer and watching a rerun of 'Horsin' Around; his cell phone rings and he ignores it"", ""COP: Hey, aren't you the horse from Horsin' Around?""]","[{'role': 'CHARLIE ROSE', 'tokens': 24, 'chunk': 0, 'source_para': 12}, {'role': 'UNKNOWN', 'chunk': 0, 'source_para': 125, 'tokens': 19}, {'chunk': 0, 'source_para': 25, 'tokens': 20, 'role': 'CHARLIE ROSE'}, {'role': 'UNKNOWN', 'chunk': 0, 'tokens': 27, 'source_para': 91}, {'tokens': 17, 'role': 'COP', 'chunk': 0, 'source_para': 154}]",Character Identity & Core Facts
"In the picture where the family is sad, what is BoJack doing?",Eating all the ice cream to himself.,in another picture he is eating it all to himself and the family is sad,"Based on the context, in the picture where the family is sad, BoJack is eating the giant bowl of ice cream all to himself.","['BoJack is shown sharing a giant bowl of ice cream with a happy family; in another picture he is eating it all to himself and the family is sad', 'BOJACK: What?', 'BOJACK: What?', 'BOJACK: What actions?', 'BOJACK: Do I know his story? If I recall correctly, he was bringing up three boys of his own.']","[{'tokens': 31, 'source_para': 13, 'role': 'UNKNOWN', 'chunk': 0}, {'tokens': 6, 'chunk': 0, 'source_para': 184, 'role': 'BOJACK'}, {'source_para': 223, 'tokens': 6, 'role': 'BOJACK', 'chunk': 0}, {'tokens': 7, 'role': 'BOJACK', 'chunk': 0, 'source_para': 146}, {'source_para': 421, 'role': 'BOJACK', 'chunk': 0, 'tokens': 25}]",Character Identity & Core Facts
What specific word does BoJack ask Charlie Rose if he can say?,"""Shit"".","BOJACK: Is it okay to say ""shit""?","It's not explicitly stated that BoJack asks Charlie to let him say a specific word. 

Instead, the context shows that BoJack seems to be reacting to something Charlie said, with phrases like ""Whoa, what?"" and ""What?"" This implies that BoJack is surprised or confused by Charlie's question or statement, but the specific word he's referring to is not specified.","['ENT: Charlie Rose interviewing BoJack', ""BOJACK: That's a great question, Charlie."", 'BOJACK: Whoa, what? I never explicitly said that.', 'BOJACK: What?', 'BOJACK: What?']","[{'role': 'ENT', 'source_para': 11, 'tokens': 7, 'chunk': 0}, {'source_para': 35, 'tokens': 12, 'role': 'BOJACK', 'chunk': 0}, {'source_para': 144, 'role': 'BOJACK', 'tokens': 15, 'chunk': 0}, {'tokens': 6, 'source_para': 184, 'role': 'BOJACK', 'chunk': 0}, {'tokens': 6, 'role': 'BOJACK', 'source_para': 223, 'chunk': 0}]",Character Identity & Core Facts
"How does Charlie Rose respond when BoJack asks to say ""shit""?","He asks him not to (""Please don't"").",CHARLIE ROSE: Please don't.,"Charlie Rose doesn't directly respond to BoJack's question about saying ""shit"". However, the context implies that the topic of conversation is about how people are criticizing a show BoJack used to be in, called ""Horsin' Around"".","['ENT: Charlie Rose interviewing BoJack', 'BOJACK: Charlie, listen, you know, I know that it\'s very hip these days to shit all over Horsin\' Around, but at the time, I can tell you - Is it okay to say ""shit""? -', ""BOJACK: That's a great question, Charlie."", 'On tv out of context we see Bojack hold up a donut. He has an orgasm to the punchline  of his joke', ""CHARLIE ROSE: Please don't.""]","[{'source_para': 11, 'role': 'ENT', 'tokens': 7, 'chunk': 0}, {'role': 'BOJACK', 'tokens': 49, 'source_para': 27, 'chunk': 0}, {'source_para': 35, 'role': 'BOJACK', 'chunk': 0, 'tokens': 12}, {'source_para': 131, 'chunk': 0, 'role': 'UNKNOWN', 'tokens': 27}, {'role': 'CHARLIE ROSE', 'tokens': 10, 'source_para': 28, 'chunk': 0}]",Relationship Dynamics
"What does BoJack ask Charlie Rose regarding the ""disabled spot""?",If that is the proper nomenclature.,"BOJACK: I'm sorry, disabled spot. Is that the proper nomenclature?","BoJack asks Charlie Rose ""Is that the proper nomenclature?"" regarding the ""disabled spot"".","['ENT: Charlie Rose interviewing BoJack', ""BOJACK: That's a great question, Charlie."", ""BOJACK: I'm sorry, disabled spot. Is that the proper nomenclature?"", 'CHARLIE ROSE: You parked in a-', ""BOJACK: I parked in a handicapped spot. I hope that's okay.""]","[{'role': 'ENT', 'chunk': 0, 'tokens': 7, 'source_para': 11}, {'role': 'BOJACK', 'source_para': 35, 'tokens': 12, 'chunk': 0}, {'source_para': 20, 'chunk': 0, 'tokens': 19, 'role': 'BOJACK'}, {'role': 'CHARLIE ROSE', 'chunk': 0, 'tokens': 11, 'source_para': 19}, {'role': 'BOJACK', 'source_para': 18, 'chunk': 0, 'tokens': 18}]",Character Identity & Core Facts
What phrase does the crowd chant on the TV show BoJack watches?,"""Maury! Maury! Maury!""",CROWD Maury! Maury! Maury! Maury!,"Neigh way, Jose.","[""BOJACK ON TV: Now, that's a horse of a different -"", ""BOJACK ON TV: You're wearing that to the prom?"", 'BOJACK: You know, that gets funnier every time.', 'BOJACK: Oh, jeez, here we go.', 'BOJACK ON TV: Neigh way, Jose.']","[{'chunk': 0, 'role': 'BOJACK ON TV', 'tokens': 16, 'source_para': 128}, {'tokens': 14, 'chunk': 0, 'source_para': 93, 'role': 'BOJACK ON TV'}, {'role': 'BOJACK', 'source_para': 166, 'tokens': 14, 'chunk': 0}, {'role': 'BOJACK', 'source_para': 163, 'chunk': 0, 'tokens': 14}, {'tokens': 12, 'chunk': 0, 'source_para': 95, 'role': 'BOJACK ON TV'}]",Plot & Motivation
Who is the father of one-year-old Phoenix?,"The turtle (or ""you"" addressing the turtle).","MAURY: In the case of one-year-old Phoenix, you are the father.","MAURY: In the case of one-year-old Phoenix, you are the father.","['MAURY: In the case of one-year-old Phoenix, you are the father.', 'Three little orphans One, two, three Without a home Or a family tree', 'Clydesdale', 'BOJACK: Little Sabrina grew up right before our eyes, right, Todd? Todd? Todd!', 'DIANE: Hey, do you know the story of the dad from The Brady Bunch?']","[{'chunk': 0, 'source_para': 40, 'role': 'MAURY', 'tokens': 17}, {'role': 'UNKNOWN', 'source_para': 103, 'chunk': 0, 'tokens': 16}, {'source_para': 182, 'tokens': 4, 'chunk': 0, 'role': 'UNKNOWN'}, {'role': 'BOJACK', 'tokens': 22, 'chunk': 0, 'source_para': 270}, {'chunk': 0, 'tokens': 19, 'source_para': 420, 'role': 'DIANE'}]",Plot & Motivation
